Num_Acc,col,grav
201600008887,Deux véhicules - frontale,Blessé hospitalisé
201600008887,Deux véhicules - frontale,Indemne
201600008888,Autre collision,Blessé hospitalisé
201600008889,Deux véhicules - par le côté,Indemne
201600008889,Deux véhicules - par le côté,Blessé hospitalisé
201600008890,Autre collision,Tué
201600008890,Autre collision,Tué
201600008891,Sans collision,Blessé hospitalisé
201600008892,Deux véhicules - par le côté,Indemne
201600008892,Deux véhicules - par le côté,Blessé hospitalisé
201600008893,Deux véhicules - frontale,Indemne
201600008893,Deux véhicules - frontale,Indemne
201600008893,Deux véhicules - frontale,Indemne
201600008893,Deux véhicules - frontale,Blessé hospitalisé
201600008894,Deux véhicules - par le côté,Blessé hospitalisé
201600008894,Deux véhicules - par le côté,Indemne
201600008895,Autre collision,Indemne
201600008895,Autre collision,Blessé hospitalisé
201600008896,Deux véhicules - frontale,Indemne
201600008896,Deux véhicules - frontale,Indemne
201600008896,Deux véhicules - frontale,Indemne
201600008896,Deux véhicules - frontale,Blessé hospitalisé
201600008897,Autre collision,Indemne
201600008897,Autre collision,Blessé hospitalisé
201600008898,Autre collision,Tué
201600008899,Deux véhicules - par le côté,Indemne
201600008899,Deux véhicules - par le côté,Indemne
201600008899,Deux véhicules - par le côté,Tué
201600008900,Autre collision,Blessé hospitalisé
201600008901,Autre collision,Indemne
201600008901,Autre collision,Blessé hospitalisé
201600008902,Sans collision,Indemne
201600008902,Sans collision,Indemne
201600008902,Sans collision,Indemne
201600008902,Sans collision,Blessé hospitalisé
201600008902,Sans collision,Blessé léger
201600008903,Sans collision,Blessé hospitalisé
201600008904,Deux véhicules - frontale,Indemne
201600008904,Deux véhicules - frontale,Indemne
201600008904,Deux véhicules - frontale,Blessé hospitalisé
201600008904,Deux véhicules - frontale,Blessé léger
201600008905,Autre collision,Indemne
201600008905,Autre collision,Blessé hospitalisé
201600008906,Autre collision,Tué
201600008906,Autre collision,Blessé hospitalisé
201600008906,Autre collision,Blessé hospitalisé
201600008907,Autre collision,Blessé hospitalisé
201600008908,Deux véhicules - frontale,Indemne
201600008908,Deux véhicules - frontale,Indemne
201600008908,Deux véhicules - frontale,Blessé hospitalisé
201600008909,Autre collision,Blessé hospitalisé
201600008910,Deux véhicules - frontale,Blessé léger
201600008910,Deux véhicules - frontale,Blessé hospitalisé
201600008910,Deux véhicules - frontale,Blessé hospitalisé
201600008911,Autre collision,Tué
201600008911,Autre collision,Blessé hospitalisé
201600008911,Autre collision,Blessé hospitalisé
201600008912,Deux véhicules - frontale,Blessé hospitalisé
201600008912,Deux véhicules - frontale,Indemne
201600008913,Autre collision,Tué
201600008913,Autre collision,Blessé léger
201600008914,Deux véhicules - frontale,Blessé hospitalisé
201600008914,Deux véhicules - frontale,Indemne
201600008915,Autre collision,Blessé hospitalisé
201600008916,Autre collision,Indemne
201600008916,Autre collision,Blessé hospitalisé
201600008917,Sans collision,Blessé hospitalisé
201600008918,Sans collision,Blessé hospitalisé
201600008919,Deux véhicules - par le côté,Blessé hospitalisé
201600008919,Deux véhicules - par le côté,Indemne
201600008919,Deux véhicules - par le côté,Indemne
201600008920,Deux véhicules - frontale,Tué
201600008920,Deux véhicules - frontale,Blessé hospitalisé
201600008920,Deux véhicules - frontale,Indemne
201600008920,Deux véhicules - frontale,Blessé hospitalisé
201600008921,Deux véhicules - par l'arrière,Blessé hospitalisé
201600008921,Deux véhicules - par l'arrière,Indemne
201600008922,Deux véhicules - frontale,Indemne
201600008922,Deux véhicules - frontale,Blessé léger
201600008922,Deux véhicules - frontale,Blessé léger
201600008922,Deux véhicules - frontale,Blessé léger
201600008923,Autre collision,Tué
201600008923,Autre collision,Blessé hospitalisé
201600008924,Deux véhicules - frontale,Blessé hospitalisé
201600008924,Deux véhicules - frontale,Blessé léger
201600008924,Deux véhicules - frontale,Indemne
201600008924,Deux véhicules - frontale,Indemne
201600008924,Deux véhicules - frontale,Blessé hospitalisé
201600008924,Deux véhicules - frontale,Blessé hospitalisé
201600008925,Deux véhicules - par le côté,Blessé hospitalisé
201600008925,Deux véhicules - par le côté,Indemne
201600008926,Autre collision,Indemne
201600008926,Autre collision,Blessé hospitalisé
201600008927,Sans collision,Tué
201600008928,Sans collision,Tué
201600008929,Autre collision,Tué
201600008930,Autre collision,Tué
201600008931,Autre collision,Tué
201600008932,Deux véhicules - par le côté,Indemne
201600008932,Deux véhicules - par le côté,Blessé hospitalisé
201600008933,Deux véhicules - par le côté,Indemne
201600008933,Deux véhicules - par le côté,Blessé hospitalisé
201600008934,Deux véhicules - frontale,Indemne
201600008934,Deux véhicules - frontale,Tué
201600008935,Deux véhicules - par le côté,Blessé hospitalisé
201600008935,Deux véhicules - par le côté,Indemne
201600008936,Autre collision,Blessé hospitalisé
201600008936,Autre collision,Blessé hospitalisé
201600008937,Autre collision,Blessé hospitalisé
201600008938,Deux véhicules - par le côté,Indemne
201600008938,Deux véhicules - par le côté,Indemne
201600008938,Deux véhicules - par le côté,Indemne
201600008938,Deux véhicules - par le côté,Indemne
201600008938,Deux véhicules - par le côté,Indemne
201600008938,Deux véhicules - par le côté,Blessé hospitalisé
201600008939,Trois véhicules et plus - en chaîne,Indemne
201600008939,Trois véhicules et plus - en chaîne,Blessé hospitalisé
201600008939,Trois véhicules et plus - en chaîne,Indemne
201600008940,Autre collision,Blessé hospitalisé
201600008941,Deux véhicules - frontale,Indemne
201600008941,Deux véhicules - frontale,Tué
201600008942,Autre collision,Blessé hospitalisé
201600008943,Autre collision,Indemne
201600008943,Autre collision,Blessé hospitalisé
201600008944,Deux véhicules - par le côté,Indemne
201600008944,Deux véhicules - par le côté,Indemne
201600008944,Deux véhicules - par le côté,Indemne
201600008944,Deux véhicules - par le côté,Indemne
201600008944,Deux véhicules - par le côté,Blessé hospitalisé
201600008944,Deux véhicules - par le côté,Indemne
201600008945,Autre collision,Indemne
201600008945,Autre collision,Indemne
201600008945,Autre collision,Blessé hospitalisé
201600008946,Trois véhicules et plus - collisions multiples,Indemne
201600008946,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600008946,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600008947,Deux véhicules - par le côté,Indemne
201600008947,Deux véhicules - par le côté,Blessé léger
201600008947,Deux véhicules - par le côté,Blessé léger
201600008948,Trois véhicules et plus - en chaîne,Blessé léger
201600008948,Trois véhicules et plus - en chaîne,Indemne
201600008948,Trois véhicules et plus - en chaîne,Indemne
201600008948,Trois véhicules et plus - en chaîne,Indemne
201600008949,Deux véhicules - frontale,Blessé hospitalisé
201600008949,Deux véhicules - frontale,Indemne
201600008950,Autre collision,Blessé hospitalisé
201600008951,Autre collision,Tué
201600008951,Autre collision,Blessé hospitalisé
201600008952,Deux véhicules - frontale,Blessé léger
201600008952,Deux véhicules - frontale,Indemne
201600008953,Deux véhicules - par le côté,Blessé hospitalisé
201600008953,Deux véhicules - par le côté,Blessé hospitalisé
201600008953,Deux véhicules - par le côté,Blessé hospitalisé
201600008954,Deux véhicules - frontale,Blessé hospitalisé
201600008954,Deux véhicules - frontale,Blessé hospitalisé
201600008954,Deux véhicules - frontale,Blessé hospitalisé
201600008955,Deux véhicules - frontale,Tué
201600008955,Deux véhicules - frontale,Tué
201600008956,Autre collision,Indemne
201600008956,Autre collision,Blessé hospitalisé
201600008957,Autre collision,Blessé léger
201600008958,Deux véhicules - par le côté,Indemne
201600008958,Deux véhicules - par le côté,Blessé léger
201600008959,Autre collision,Blessé hospitalisé
201600008959,Autre collision,Blessé hospitalisé
201600008959,Autre collision,Blessé hospitalisé
201600008960,Deux véhicules - par le côté,Blessé hospitalisé
201600008960,Deux véhicules - par le côté,Blessé hospitalisé
201600008961,Deux véhicules - frontale,Indemne
201600008961,Deux véhicules - frontale,Tué
201600008962,Sans collision,Blessé hospitalisé
201600008963,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600008963,Trois véhicules et plus - collisions multiples,Indemne
201600008963,Trois véhicules et plus - collisions multiples,Indemne
201600008963,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600008963,Trois véhicules et plus - collisions multiples,Blessé léger
201600008963,Trois véhicules et plus - collisions multiples,Blessé léger
201600008963,Trois véhicules et plus - collisions multiples,Blessé léger
201600008964,Autre collision,Indemne
201600008964,Autre collision,Blessé hospitalisé
201600008965,Deux véhicules - par le côté,Indemne
201600008965,Deux véhicules - par le côté,Blessé léger
201600008966,Autre collision,Tué
201600008966,Autre collision,Tué
201600008967,Deux véhicules - frontale,Indemne
201600008967,Deux véhicules - frontale,Blessé léger
201600008968,Deux véhicules - frontale,Blessé hospitalisé
201600008968,Deux véhicules - frontale,Blessé hospitalisé
201600008968,Deux véhicules - frontale,Blessé léger
201600008969,Deux véhicules - par le côté,Blessé hospitalisé
201600008969,Deux véhicules - par le côté,Indemne
201600008969,Deux véhicules - par le côté,Blessé hospitalisé
201600008970,Autre collision,Indemne
201600008970,Autre collision,Indemne
201600008970,Autre collision,Indemne
201600008970,Autre collision,Indemne
201600008970,Autre collision,Blessé hospitalisé
201600008971,Autre collision,Tué
201600008971,Autre collision,Blessé hospitalisé
201600008972,Deux véhicules - frontale,Indemne
201600008972,Deux véhicules - frontale,Blessé hospitalisé
201600008973,Sans collision,Blessé hospitalisé
201600008974,Deux véhicules - par le côté,Blessé léger
201600008974,Deux véhicules - par le côté,Blessé léger
201600008975,Deux véhicules - par le côté,Indemne
201600008975,Deux véhicules - par le côté,Blessé hospitalisé
201600008976,Autre collision,Blessé hospitalisé
201600008977,Deux véhicules - frontale,Blessé hospitalisé
201600008977,Deux véhicules - frontale,Blessé hospitalisé
201600008978,Deux véhicules - frontale,Tué
201600008978,Deux véhicules - frontale,Blessé hospitalisé
201600008979,Autre collision,Blessé hospitalisé
201600008980,Autre collision,Tué
201600008981,Deux véhicules - par le côté,Blessé hospitalisé
201600008981,Deux véhicules - par le côté,Indemne
201600008982,Deux véhicules - frontale,Blessé hospitalisé
201600008982,Deux véhicules - frontale,Indemne
201600008983,Deux véhicules - frontale,Indemne
201600008983,Deux véhicules - frontale,Blessé hospitalisé
201600008983,Deux véhicules - frontale,Blessé hospitalisé
201600008983,Deux véhicules - frontale,Blessé hospitalisé
201600008984,Deux véhicules - frontale,Indemne
201600008984,Deux véhicules - frontale,Indemne
201600008984,Deux véhicules - frontale,Blessé hospitalisé
201600008985,Autre collision,Indemne
201600008985,Autre collision,Blessé hospitalisé
201600008986,Sans collision,Blessé hospitalisé
201600008987,Deux véhicules - par le côté,Blessé hospitalisé
201600008987,Deux véhicules - par le côté,Blessé hospitalisé
201600008987,Deux véhicules - par le côté,Indemne
201600008987,Deux véhicules - par le côté,Indemne
201600008988,Sans collision,Blessé hospitalisé
201600008989,Autre collision,Blessé hospitalisé
201600008990,Deux véhicules - par l'arrière,Indemne
201600008990,Deux véhicules - par l'arrière,Blessé hospitalisé
201600008991,Deux véhicules - par le côté,Blessé hospitalisé
201600008991,Deux véhicules - par le côté,Indemne
201600008992,Deux véhicules - par le côté,Indemne
201600008992,Deux véhicules - par le côté,Blessé hospitalisé
201600008993,Deux véhicules - par le côté,Indemne
201600008993,Deux véhicules - par le côté,Blessé hospitalisé
201600008993,Deux véhicules - par le côté,Blessé hospitalisé
201600008994,Deux véhicules - par le côté,Blessé hospitalisé
201600008994,Deux véhicules - par le côté,Indemne
201600008995,Sans collision,Tué
201600008996,Sans collision,Blessé léger
201600008997,Deux véhicules - par le côté,Indemne
201600008997,Deux véhicules - par le côté,Blessé hospitalisé
201600008998,Deux véhicules - par le côté,Indemne
201600008998,Deux véhicules - par le côté,Blessé léger
201600008998,Deux véhicules - par le côté,Indemne
201600008999,Deux véhicules - frontale,Blessé hospitalisé
201600008999,Deux véhicules - frontale,Indemne
201600009000,Autre collision,Blessé léger
201600009000,Autre collision,Blessé léger
201600009001,Autre collision,Blessé hospitalisé
201600009001,Autre collision,Blessé léger
201600009002,Sans collision,Blessé hospitalisé
201600009003,Deux véhicules - frontale,Blessé hospitalisé
201600009003,Deux véhicules - frontale,Blessé hospitalisé
201600009004,Deux véhicules - par l'arrière,Indemne
201600009004,Deux véhicules - par l'arrière,Blessé hospitalisé
201600009005,Sans collision,Blessé hospitalisé
201600009006,Deux véhicules - frontale,Blessé hospitalisé
201600009006,Deux véhicules - frontale,Indemne
201600009007,Trois véhicules et plus - collisions multiples,Tué
201600009007,Trois véhicules et plus - collisions multiples,Indemne
201600009007,Trois véhicules et plus - collisions multiples,Indemne
201600009008,Autre collision,Blessé hospitalisé
201600009009,Sans collision,Blessé hospitalisé
201600009010,Deux véhicules - frontale,Blessé léger
201600009010,Deux véhicules - frontale,Blessé hospitalisé
201600009011,Deux véhicules - frontale,Indemne
201600009011,Deux véhicules - frontale,Tué
201600009012,Autre collision,Tué
201600009013,Deux véhicules - par le côté,Indemne
201600009013,Deux véhicules - par le côté,Blessé hospitalisé
201600009014,Deux véhicules - frontale,Blessé léger
201600009014,Deux véhicules - frontale,Blessé hospitalisé
201600009015,Deux véhicules - frontale,Indemne
201600009015,Deux véhicules - frontale,Blessé hospitalisé
201600009016,Autre collision,Tué
201600009017,Trois véhicules et plus - collisions multiples,Indemne
201600009017,Trois véhicules et plus - collisions multiples,Indemne
201600009017,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600009018,Autre collision,Blessé hospitalisé
201600009019,Deux véhicules - par l'arrière,Indemne
201600009019,Deux véhicules - par l'arrière,Blessé hospitalisé
201600009020,Autre collision,Blessé hospitalisé
201600009021,Deux véhicules - par le côté,Blessé léger
201600009021,Deux véhicules - par le côté,Blessé léger
201600009021,Deux véhicules - par le côté,Indemne
201600009022,Trois véhicules et plus - collisions multiples,Indemne
201600009022,Trois véhicules et plus - collisions multiples,Tué
201600009022,Trois véhicules et plus - collisions multiples,Indemne
201600009023,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600009023,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600009023,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600009023,Trois véhicules et plus - collisions multiples,Blessé léger
201600009023,Trois véhicules et plus - collisions multiples,Indemne
201600009024,Deux véhicules - frontale,Blessé hospitalisé
201600009024,Deux véhicules - frontale,Blessé léger
201600009024,Deux véhicules - frontale,Blessé léger
201600009024,Deux véhicules - frontale,Blessé léger
201600009024,Deux véhicules - frontale,Indemne
201600009025,Deux véhicules - par le côté,Blessé hospitalisé
201600009025,Deux véhicules - par le côté,Indemne
201600009026,Deux véhicules - frontale,Blessé hospitalisé
201600009026,Deux véhicules - frontale,Indemne
201600009027,Autre collision,Indemne
201600009027,Autre collision,Blessé hospitalisé
201600009028,Autre collision,Tué
201600009029,Deux véhicules - par le côté,Blessé hospitalisé
201600009029,Deux véhicules - par le côté,Indemne
201600009030,Autre collision,Tué
201600009031,Autre collision,Tué
201600009032,Sans collision,Blessé hospitalisé
201600009033,Deux véhicules - frontale,Blessé hospitalisé
201600009033,Deux véhicules - frontale,Indemne
201600009034,Deux véhicules - par le côté,Blessé léger
201600009034,Deux véhicules - par le côté,Blessé hospitalisé
201600009034,Deux véhicules - par le côté,Blessé léger
201600009034,Deux véhicules - par le côté,Blessé léger
201600009035,Autre collision,Blessé hospitalisé
201600009036,Deux véhicules - par le côté,Indemne
201600009036,Deux véhicules - par le côté,Blessé hospitalisé
201600009037,Deux véhicules - frontale,Blessé léger
201600009037,Deux véhicules - frontale,Indemne
201600009038,Trois véhicules et plus - collisions multiples,Indemne
201600009038,Trois véhicules et plus - collisions multiples,Blessé léger
201600009038,Trois véhicules et plus - collisions multiples,Blessé léger
201600009038,Trois véhicules et plus - collisions multiples,Indemne
201600009039,Deux véhicules - frontale,Blessé hospitalisé
201600009039,Deux véhicules - frontale,Blessé hospitalisé
201600009040,Deux véhicules - frontale,Blessé léger
201600009040,Deux véhicules - frontale,Indemne
201600009041,Deux véhicules - frontale,Blessé hospitalisé
201600009041,Deux véhicules - frontale,Blessé hospitalisé
201600009041,Deux véhicules - frontale,Blessé léger
201600009042,Deux véhicules - par l'arrière,Blessé hospitalisé
201600009042,Deux véhicules - par l'arrière,Indemne
201600009042,Deux véhicules - par l'arrière,Indemne
201600009042,Deux véhicules - par l'arrière,Indemne
201600009043,Autre collision,Tué
201600009044,Deux véhicules - par l'arrière,Blessé hospitalisé
201600009045,Autre collision,Tué
201600009046,Sans collision,Tué
201600009047,Autre collision,Blessé hospitalisé
201600009048,Autre collision,Blessé hospitalisé
201600009049,Deux véhicules - par le côté,Blessé léger
201600009049,Deux véhicules - par le côté,Blessé léger
201600009049,Deux véhicules - par le côté,Tué
201600009050,Deux véhicules - frontale,Blessé hospitalisé
201600009050,Deux véhicules - frontale,Blessé léger
201600009051,Deux véhicules - frontale,Blessé léger
201600009051,Deux véhicules - frontale,Blessé léger
201600009051,Deux véhicules - frontale,Blessé léger
201600009052,Deux véhicules - par l'arrière,Blessé hospitalisé
201600009052,Deux véhicules - par l'arrière,Blessé hospitalisé
201600009052,Deux véhicules - par l'arrière,Blessé léger
201600009053,Deux véhicules - par l'arrière,Indemne
201600009053,Deux véhicules - par l'arrière,Blessé hospitalisé
201600009054,Autre collision,Blessé hospitalisé
201600009055,Deux véhicules - frontale,Indemne
201600009055,Deux véhicules - frontale,Indemne
201600009055,Deux véhicules - frontale,Indemne
201600009055,Deux véhicules - frontale,Indemne
201600009055,Deux véhicules - frontale,Tué
201600009055,Deux véhicules - frontale,Tué
201600009055,Deux véhicules - frontale,Blessé hospitalisé
201600009055,Deux véhicules - frontale,Blessé léger
201600009056,Sans collision,Blessé hospitalisé
201600009057,Deux véhicules - par le côté,Indemne
201600009057,Deux véhicules - par le côté,Indemne
201600009057,Deux véhicules - par le côté,Blessé hospitalisé
201600009058,Trois véhicules et plus - collisions multiples,Tué
201600009058,Trois véhicules et plus - collisions multiples,Blessé léger
201600009058,Trois véhicules et plus - collisions multiples,Indemne
201600009058,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600009059,Autre collision,Blessé hospitalisé
201600009059,Autre collision,Blessé hospitalisé
201600009059,Autre collision,Blessé hospitalisé
201600009059,Autre collision,Blessé hospitalisé
201600009059,Autre collision,Blessé hospitalisé
201600009060,Autre collision,Blessé hospitalisé
201600009061,Trois véhicules et plus - collisions multiples,Indemne
201600009061,Trois véhicules et plus - collisions multiples,Indemne
201600009061,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600009061,Trois véhicules et plus - collisions multiples,Blessé hospitalisé
201600009061,Trois véhicules et plus - collisions multiples,Blessé léger
201600009062,Deux véhicules - frontale,Blessé hospitalisé
201600009062,Deux véhicules - frontale,Blessé hospitalisé
201600009063,Autre collision,Blessé hospitalisé
201600009064,Sans collision,Blessé hospitalisé
201600009065,Autre collision,Blessé hospitalisé
201600009065,Autre collision,Blessé léger
201600009066,Sans collision,Indemne
201600009066,Sans collision,Blessé hospitalisé
201600009067,Deux véhicules - frontale,Indemne
201600009067,Deux véhicules - frontale,Tué
201600009068,Deux véhicules - par le côté,Blessé hospitalisé
201600009068,Deux véhicules - par le côté,Indemne
201600009069,Autre collision,Indemne
201600009069,Autre collision,Blessé hospitalisé
201600009070,Autre collision,Tué
201600009070,Autre collision,Blessé hospitalisé
201600009071,Deux véhicules - par l'arrière,Blessé léger
201600009071,Deux véhicules - par l'arrière,Blessé hospitalisé
201600009072,Sans collision,Blessé hospitalisé
201600009073,Deux véhicules - frontale,Tué
201600009073,Deux véhicules - frontale,Indemne
201600009073,Deux véhicules - frontale,Blessé léger
201600009074,Autre collision,Blessé hospitalisé
201600009075,Deux véhicules - par le côté,Blessé hospitalisé
201600009075,Deux véhicules - par le côté,Blessé léger
201600009076,Deux véhicules - par l'arrière,Blessé hospitalisé
201600009076,Deux véhicules - par l'arrière,Indemne
201600009077,Deux véhicules - par le côté,Tué
201600009077,Deux véhicules - par le côté,Blessé hospitalisé
201600009077,Deux véhicules - par le côté,Blessé hospitalisé
201600009078,Autre collision,Blessé hospitalisé
201600009079,Sans collision,Blessé léger
201600009079,Sans collision,Blessé léger
201600009079,Sans collision,Blessé léger
201600009080,Autre collision,Tué
201600009081,Deux véhicules - frontale,Indemne
201600009081,Deux véhicules - frontale,Indemne
201600009081,Deux véhicules - frontale,Blessé hospitalisé
201600009081,Deux véhicules - frontale,Blessé hospitalisé
201600009082,Trois véhicules et plus - en chaîne,Indemne
201600009082,Trois véhicules et plus - en chaîne,Blessé hospitalisé
201600009082,Trois véhicules et plus - en chaîne,Indemne
201600009083,Deux véhicules - par le côté,Indemne
201600009083,Deux véhicules - par le côté,Blessé hospitalisé
201600009083,Deux véhicules - par le côté,Blessé hospitalisé
201600009083,Deux véhicules - par le côté,Indemne
201600009083,Deux véhicules - par le côté,Indemne
201600009084,Deux véhicules - par le côté,Indemne
201600009084,Deux véhicules - par le côté,Tué
201600009085,Deux véhicules - frontale,Blessé hospitalisé
201600009085,Deux véhicules - frontale,Blessé hospitalisé
201600009085,Deux véhicules - frontale,Blessé hospitalisé
201600009085,Deux véhicules - frontale,Blessé hospitalisé
201600009085,Deux véhicules - frontale,Blessé hospitalisé
201600009086,Deux véhicules - par le côté,Blessé hospitalisé
201600009086,Deux véhicules - par le côté,Blessé léger
201600009087,Deux véhicules - par l'arrière,Blessé hospitalisé
201600009087,Deux véhicules - par l'arrière,Indemne
201600009088,Deux véhicules - frontale,Blessé hospitalisé
201600009088,Deux véhicules - frontale,Blessé hospitalisé
201600009089,Deux véhicules - frontale,Blessé léger
201600009089,Deux véhicules - frontale,Blessé léger
201600009090,Autre collision,Indemne
201600009090,Autre collision,Tué
201600009090,Autre collision,Blessé hospitalisé
201600009091,Autre collision,Blessé hospitalisé
201600009092,Deux véhicules - frontale,Indemne
201600009092,Deux véhicules - frontale,Blessé hospitalisé
201600009093,Autre collision,Blessé léger
201600009094,Autre collision,Indemne
201600009094,Autre collision,Blessé hospitalisé
201600009094,Autre collision,Blessé léger
201600009095,Deux véhicules - par le côté,Blessé léger
201600009095,Deux véhicules - par le côté,Indemne
201600009096,Deux véhicules - frontale,Blessé hospitalisé
201600009096,Deux véhicules - frontale,Blessé hospitalisé
201600009097,Deux véhicules - frontale,Blessé hospitalisé
201600009097,Deux véhicules - frontale,Blessé léger
201600009097,Deux véhicules - frontale,Blessé léger
201600009098,Autre collision,Blessé hospitalisé
201600009099,Autre collision,Tué
201600009099,Autre collision,Blessé léger
201600009100,Autre collision,Indemne
201600009100,Autre collision,Blessé hospitalisé
201600009101,Deux véhicules - frontale,Blessé hospitalisé
201600009101,Deux véhicules - frontale,Indemne
201600009102,Deux véhicules - par le côté,Indemne
201600009102,Deux véhicules - par le côté,Blessé hospitalisé
201600009103,Deux véhicules - frontale,Blessé hospitalisé
201600009103,Deux véhicules - frontale,Blessé léger
201600009103,Deux véhicules - frontale,Blessé léger
201600009103,Deux véhicules - frontale,Blessé hospitalisé
201600009104,Autre collision,Blessé hospitalisé
201600009105,Autre collision,Indemne
201600009105,Autre collision,Indemne
201600009105,Autre collision,Tué
201600009106,Sans collision,Tué
201600009106,Sans collision,Blessé hospitalisé
201600009106,Sans collision,Blessé hospitalisé
201600009106,Sans collision,Blessé hospitalisé
201600009106,Sans collision,Blessé hospitalisé
201600009107,Deux véhicules - par le côté,Indemne
201600009107,Deux véhicules - par le côté,Blessé hospitalisé
201600009107,Deux véhicules - par le côté,Blessé hospitalisé
201600009108,Trois véhicules et plus - collisions multiples,Blessé léger
201600009108,Trois véhicules et plus - collisions multiples,Tué
201600009108,Trois véhicules et plus - collisions multiples,Tué
201600009108,Trois véhicules et plus - collisions multiples,Blessé léger
201600009109,Deux véhicules - par le côté,Indemne
201600009109,Deux véhicules - par le côté,Indemne
201600009109,Deux véhicules - par le côté,Blessé léger
201600009110,Sans collision,Blessé hospitalisé
201600009111,Deux véhicules - frontale,Blessé hospitalisé
201600009111,Deux véhicules - frontale,Blessé hospitalisé
201600009111,Deux véhicules - frontale,Tué
201600009111,Deux véhicules - frontale,Blessé hospitalisé
201600009111,Deux véhicules - frontale,Blessé hospitalisé
201600009111,Deux véhicules - frontale,Blessé léger
201600009112,Autre collision,Indemne
201600009112,Autre collision,Indemne
201600009112,Autre collision,Indemne
201600009112,Autre collision,Blessé hospitalisé
201600009113,Autre collision,Blessé hospitalisé
201600009114,Deux véhicules - par le côté,Blessé hospitalisé
201600009114,Deux véhicules - par le côté,Indemne
201600009115,Deux véhicules - frontale,Blessé hospitalisé
201600009115,Deux véhicules - frontale,Indemne
201600009116,Sans collision,Blessé hospitalisé
201600009116,Sans collision,Blessé hospitalisé
201600009117,Deux véhicules - par le côté,Blessé hospitalisé
201600009117,Deux véhicules - par le côté,Indemne
201600009117,Deux véhicules - par le côté,Blessé léger
201600009118,Deux véhicules - frontale,Indemne
201600009118,Deux véhicules - frontale,Tué
201600009119,Sans collision,Blessé hospitalisé
201600009120,Sans collision,Blessé hospitalisé
201600009121,Autre collision,Blessé hospitalisé
201600009122,Autre collision,Blessé hospitalisé
201600009123,Autre collision,Blessé hospitalisé
201600009124,Autre collision,Blessé hospitalisé
201600009125,Sans collision,Blessé hospitalisé
201600009126,Autre collision,Indemne
201600009126,Autre collision,Blessé hospitalisé
201600009127,Sans collision,Blessé hospitalisé
201600009127,Sans collision,Blessé hospitalisé
201600009128,Autre collision,Blessé hospitalisé
201600009128,Autre collision,Blessé léger
201600009129,Deux véhicules - frontale,Blessé hospitalisé
201600009129,Deux véhicules - frontale,Indemne
201600009130,Autre collision,Indemne
201600009130,Autre collision,Blessé hospitalisé
201600009131,Autre collision,Blessé hospitalisé
201600009132,Autre collision,Blessé hospitalisé
201600009133,Deux véhicules - par l'arrière,Blessé hospitalisé
201600009133,Deux véhicules - par l'arrière,Indemne
201600009134,Sans collision,Blessé hospitalisé
201600009135,Deux véhicules - frontale,Blessé léger
201600009135,Deux véhicules - frontale,Blessé léger
201600009136,Autre collision,Tué
201600009137,Autre collision,Tué
201600009137,Autre collision,Blessé hospitalisé
201600009137,Autre collision,Blessé léger
201600009138,Autre collision,Indemne
201600009138,Autre collision,Blessé hospitalisé
201600009139,Deux véhicules - frontale,Blessé hospitalisé
201600009139,Deux véhicules - frontale,Indemne
201600009139,Deux véhicules - frontale,Indemne
201600009139,Deux véhicules - frontale,Indemne
201600009140,Deux véhicules - frontale,Indemne
201600009140,Deux véhicules - frontale,Blessé hospitalisé
201600009141,Deux véhicules - par le côté,Blessé hospitalisé
201600009141,Deux véhicules - par le côté,Blessé hospitalisé
201600009141,Deux véhicules - par le côté,Indemne
201600009141,Deux véhicules - par le côté,Indemne
201600009142,Deux véhicules - par l'arrière,Blessé hospitalisé
201600009142,Deux véhicules - par l'arrière,Indemne
201600009143,Deux véhicules - frontale,Blessé hospitalisé
201600009143,Deux véhicules - frontale,Blessé léger
201600009144,Autre collision,Tué
201600009145,Deux véhicules - par l'arrière,Blessé léger
201600009145,Deux véhicules - par l'arrière,Blessé léger
201600009146,Autre collision,Indemne
201600009146,Autre collision,Blessé hospitalisé
201600009147,Deux véhicules - frontale,Indemne
201600009147,Deux véhicules - frontale,Indemne
201600009147,Deux véhicules - frontale,Blessé léger
201600009148,Autre collision,Indemne
201600009148,Autre collision,Blessé hospitalisé
201600009149,Deux véhicules - frontale,Indemne
201600009149,Deux véhicules - frontale,Indemne
201600009149,Deux véhicules - frontale,Blessé hospitalisé
201600009150,Sans collision,Blessé hospitalisé
201600009151,Trois véhicules et plus - en chaîne,Blessé léger
201600009151,Trois véhicules et plus - en chaîne,Indemne
201600009151,Trois véhicules et plus - en chaîne,Indemne
201600009151,Trois véhicules et plus - en chaîne,Indemne
201600009151,Trois véhicules et plus - en chaîne,Blessé léger
201600009151,Trois véhicules et plus - en chaîne,Indemne
201600009151,Trois véhicules et plus - en chaîne,Indemne
