Num_Acc,lum,col,lat,long,weekday,catr,catv,catu,grav,sexe
201600006832,plein jour,Trois véhicules et plus - collisions multiples,4793382.0,729340.0,samedi,Route départementale,VL seul,Passager,Indemne,Masculin
201600006832,plein jour,Trois véhicules et plus - collisions multiples,4793382.0,729340.0,samedi,Route départementale,VL seul,Passager,Blessé léger,Féminin
201600006832,plein jour,Trois véhicules et plus - collisions multiples,4793382.0,729340.0,samedi,Route départementale,Tracteur agricole,Conducteur,Indemne,Masculin
201600006832,plein jour,Trois véhicules et plus - collisions multiples,4793382.0,729340.0,samedi,Route départementale,Tracteur agricole,Conducteur,Indemne,Masculin
201600006833,plein jour,Deux véhicules - par le côté,4795997.0,729227.0,vendredi,Voie communale,VL seul,Conducteur,Indemne,Féminin
201600006833,plein jour,Deux véhicules - par le côté,4795997.0,729227.0,vendredi,Voie communale,Bicyclette,Conducteur,Blessé léger,Masculin
201600006834,nuit sans éclairage public,Deux véhicules - par l'arrière,4796078.0,730855.0,mercredi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600006834,nuit sans éclairage public,Deux véhicules - par l'arrière,4796078.0,730855.0,mercredi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600006834,nuit sans éclairage public,Deux véhicules - par l'arrière,4796078.0,730855.0,mercredi,Route départementale,VL seul,Passager,Blessé léger,Masculin
201600006835,plein jour,Autre collision,0.0,0.0,mardi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006836,plein jour,Sans collision,4795979.0,724148.0,samedi,Route départementale,Cyclomoteur,Conducteur,Blessé léger,Masculin
201600006837,plein jour,Autre collision,4777239.0,736102.0,mardi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600006837,plein jour,Autre collision,4777239.0,736102.0,mardi,Route départementale,VL seul,Piéton,Blessé hospitalisé,Féminin
201600006838,nuit avec eclairage public allume,Autre collision,4777918.0,733964.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006838,nuit avec eclairage public allume,Autre collision,4777918.0,733964.0,mercredi,Route départementale,VL seul,Piéton,Blessé hospitalisé,Masculin
201600006839,nuit avec eclairage public allume,Autre collision,4777525.0,734652.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006839,nuit avec eclairage public allume,Autre collision,4777525.0,734652.0,mercredi,Route départementale,VL seul,Piéton,Blessé léger,Féminin
201600006840,plein jour,Deux véhicules - par le côté,4776381.0,737531.0,mercredi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006840,plein jour,Deux véhicules - par le côté,4776381.0,737531.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006841,plein jour,Autre collision,4776358.0,736686.0,dimanche,Voie communale,VU seul,Conducteur,Indemne,Masculin
201600006841,plein jour,Autre collision,4776358.0,736686.0,dimanche,Voie communale,VU seul,Piéton,Blessé hospitalisé,Masculin
201600006842,nuit avec eclairage public allume,Deux véhicules - par le côté,4779093.0,734773.0,jeudi,Voie communale,VL seul,Conducteur,Blessé léger,Féminin
201600006842,nuit avec eclairage public allume,Deux véhicules - par le côté,4779093.0,734773.0,jeudi,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600006843,nuit sans éclairage public,Autre collision,4776279.0,736304.0,lundi,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600006843,nuit sans éclairage public,Autre collision,4776279.0,736304.0,lundi,Voie communale,VL seul,Piéton,Blessé léger,Féminin
201600006844,plein jour,Autre collision,4776023.0,737785.0,mardi,Voie communale,VL seul,Conducteur,Blessé léger,Féminin
201600006845,plein jour,Trois véhicules et plus - en chaîne,4776238.0,737304.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006845,plein jour,Trois véhicules et plus - en chaîne,4776238.0,737304.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006845,plein jour,Trois véhicules et plus - en chaîne,4776238.0,737304.0,jeudi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006846,plein jour,Deux véhicules - par le côté,4776548.0,734738.0,mardi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600006846,plein jour,Deux véhicules - par le côté,4776548.0,734738.0,mardi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006847,plein jour,Deux véhicules - par le côté,4776735.0,736802.0,mardi,Voie communale,VU seul,Conducteur,Indemne,Masculin
201600006847,plein jour,Deux véhicules - par le côté,4776735.0,736802.0,mardi,Voie communale,VL seul,Conducteur,Blessé léger,Féminin
201600006848,plein jour,Deux véhicules - par le côté,4777954.0,734562.0,mercredi,Route départementale,Bicyclette,Conducteur,Blessé léger,Féminin
201600006848,plein jour,Deux véhicules - par le côté,4777954.0,734562.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006849,plein jour,Autre collision,4777958.0,728142.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006849,plein jour,Autre collision,4777958.0,728142.0,vendredi,Route départementale,VL seul,Piéton,Blessé hospitalisé,Féminin
201600006850,plein jour,Autre collision,4774719.0,728479.0,mercredi,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600006850,plein jour,Autre collision,4774719.0,728479.0,mercredi,Voie communale,VL seul,Piéton,Blessé hospitalisé,Masculin
201600006851,plein jour,Deux véhicules - par le côté,4775854.0,729253.0,mercredi,Route départementale,Scooter > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006851,plein jour,Deux véhicules - par le côté,4775854.0,729253.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600006852,plein jour,Deux véhicules - par l'arrière,4770227.0,730801.0,mardi,Route départementale,Bicyclette,Conducteur,Blessé léger,Masculin
201600006853,nuit sans éclairage public,Deux véhicules - par l'arrière,4776203.0,726363.0,vendredi,Route nationale,VL seul,Conducteur,Blessé léger,Masculin
201600006853,nuit sans éclairage public,Deux véhicules - par l'arrière,4776203.0,726363.0,vendredi,Route nationale,VL seul,Conducteur,Indemne,Masculin
201600006853,nuit sans éclairage public,Deux véhicules - par l'arrière,4776203.0,726363.0,vendredi,Route nationale,VL seul,Passager,Blessé hospitalisé,Masculin
201600006854,crepuscule ou aube,Autre collision,0.0,0.0,jeudi,Route départementale,Scooter < 50 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006855,plein jour,Deux véhicules - par le côté,4752525.0,747835.0,vendredi,Route départementale,VU seul,Conducteur,Indemne,Masculin
201600006855,plein jour,Deux véhicules - par le côté,4752525.0,747835.0,vendredi,Route départementale,Bicyclette,Conducteur,Blessé léger,Masculin
201600006856,plein jour,Autre collision,4763793.0,753375.0,vendredi,Route départementale,Motocyclette > 125 cm3,Conducteur,Indemne,Masculin
201600006856,plein jour,Autre collision,4763793.0,753375.0,vendredi,Route départementale,Motocyclette > 125 cm3,Piéton,Blessé hospitalisé,Masculin
201600006857,nuit avec eclairage public allume,Autre collision,4757934.0,753121.0,lundi,Voie communale,Scooter < 50 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006858,plein jour,Deux véhicules - frontale,4759086.0,754997.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600006858,plein jour,Deux véhicules - frontale,4759086.0,754997.0,vendredi,Route départementale,Scooter < 50 cm3,Conducteur,Blessé léger,Masculin
201600006859,plein jour,Deux véhicules - par le côté,4754003.0,749630.0,samedi,Route départementale,Quad lourd > 50 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006859,plein jour,Deux véhicules - par le côté,4754003.0,749630.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006860,plein jour,Sans collision,4750178.0,748600.0,jeudi,Route départementale,Motocyclette > 50 cm3 et <= 125 cm3,Conducteur,Blessé léger,Masculin
201600006861,plein jour,Deux véhicules - frontale,4756965.0,749875.0,mardi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600006861,plein jour,Deux véhicules - frontale,4756965.0,749875.0,mardi,Route départementale,PL seul 3.5 T <= PTCA <= 7.5 T,Conducteur,Indemne,Masculin
201600006862,plein jour,Autre collision,4761957.0,748936.0,lundi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600006863,plein jour,Deux véhicules - par le côté,4763651.0,753533.0,jeudi,Route départementale,Bicyclette,Conducteur,Blessé léger,Masculin
201600006863,plein jour,Deux véhicules - par le côté,4763651.0,753533.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600006864,plein jour,Sans collision,4753686.0,742902.0,dimanche,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006865,plein jour,Deux véhicules - par le côté,4758700.0,752100.0,lundi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600006865,plein jour,Deux véhicules - par le côté,4758700.0,752100.0,lundi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006866,nuit sans éclairage public,Sans collision,4762650.0,755477.0,jeudi,Autre,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006867,plein jour,Trois véhicules et plus - collisions multiples,4757100.0,749000.0,samedi,Route départementale,VU seul,Conducteur,Blessé léger,Masculin
201600006867,plein jour,Trois véhicules et plus - collisions multiples,4757100.0,749000.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600006867,plein jour,Trois véhicules et plus - collisions multiples,4757100.0,749000.0,samedi,Route départementale,PL seul 3.5 T <= PTCA <= 7.5 T,Conducteur,Blessé léger,Masculin
201600006868,nuit avec eclairage public allume,Autre collision,4757800.0,751600.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600006868,nuit avec eclairage public allume,Autre collision,4757800.0,751600.0,mercredi,Route départementale,VL seul,Piéton,Blessé hospitalisé,Féminin
201600006869,nuit avec eclairage public non allume,Sans collision,4765353.0,750461.0,mardi,Route départementale,Cyclomoteur,Conducteur,Tué,Masculin
201600006870,plein jour,Autre collision,4762122.0,743168.0,mardi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006871,plein jour,Deux véhicules - par le côté,0.0,0.0,jeudi,Route départementale,Bicyclette,Conducteur,Blessé hospitalisé,Masculin
201600006871,plein jour,Deux véhicules - par le côté,0.0,0.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600006872,nuit avec eclairage public allume,Autre collision,4766832.0,744115.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006872,nuit avec eclairage public allume,Autre collision,4766832.0,744115.0,vendredi,Route départementale,VL seul,Piéton,Blessé léger,Masculin
201600006873,nuit avec eclairage public allume,Deux véhicules - par le côté,4769080.0,750285.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006873,nuit avec eclairage public allume,Deux véhicules - par le côté,4769080.0,750285.0,jeudi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600006874,nuit avec eclairage public allume,Autre collision,4781241.0,709583.0,mardi,Route nationale,Train,Conducteur,Indemne,Masculin
201600006874,nuit avec eclairage public allume,Autre collision,4781241.0,709583.0,mardi,Route nationale,Train,Piéton,Tué,Féminin
201600006875,plein jour,Sans collision,4776825.0,709025.0,samedi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006876,plein jour,Sans collision,4781917.0,706035.0,samedi,Route départementale,Bicyclette,Conducteur,Blessé hospitalisé,Masculin
201600006877,plein jour,Deux véhicules - par le côté,4786701.0,712161.0,dimanche,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Féminin
201600006877,plein jour,Deux véhicules - par le côté,4786701.0,712161.0,dimanche,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé léger,Féminin
201600006878,plein jour,Autre collision,4782079.0,708229.0,jeudi,Route nationale,VL seul,Conducteur,Indemne,Masculin
201600006878,plein jour,Autre collision,4782079.0,708229.0,jeudi,Route nationale,VL seul,Piéton,Blessé léger,Masculin
201600006879,plein jour,Deux véhicules - par le côté,4779884.0,710398.0,lundi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600006879,plein jour,Deux véhicules - par le côté,4779884.0,710398.0,lundi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600006880,plein jour,Deux véhicules - par le côté,4781128.0,710119.0,jeudi,Voie communale,Scooter < 50 cm3,Conducteur,Indemne,Masculin
201600006880,plein jour,Deux véhicules - par le côté,4781128.0,710119.0,jeudi,Voie communale,Scooter < 50 cm3,Conducteur,Blessé léger,Féminin
201600006881,crepuscule ou aube,Sans collision,4788959.0,710546.0,samedi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006882,nuit sans éclairage public,Deux véhicules - par l'arrière,4778552.0,714917.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600006882,nuit sans éclairage public,Deux véhicules - par l'arrière,4778552.0,714917.0,vendredi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006883,plein jour,Deux véhicules - frontale,4779396.0,710818.0,samedi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006883,plein jour,Deux véhicules - frontale,4779396.0,710818.0,samedi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006884,plein jour,Autre collision,4788991.0,711455.0,dimanche,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006885,crepuscule ou aube,Trois véhicules et plus - en chaîne,4780730.0,712590.0,mardi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006885,crepuscule ou aube,Trois véhicules et plus - en chaîne,4780730.0,712590.0,mardi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006885,crepuscule ou aube,Trois véhicules et plus - en chaîne,4780730.0,712590.0,mardi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600006886,crepuscule ou aube,Deux véhicules - par l'arrière,4780724.0,712469.0,mardi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600006886,crepuscule ou aube,Deux véhicules - par l'arrière,4780724.0,712469.0,mardi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600006887,plein jour,Autre collision,4776861.0,709022.0,jeudi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600006888,nuit avec eclairage public allume,Sans collision,4785016.0,706347.0,mardi,Route nationale,VL seul,Conducteur,Blessé léger,Masculin
201600006889,plein jour,Autre collision,4780861.0,711636.0,jeudi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006890,plein jour,Deux véhicules - par l'arrière,4784165.0,707394.0,mercredi,Route nationale,VL seul,Conducteur,Blessé léger,Féminin
201600006890,plein jour,Deux véhicules - par l'arrière,4784165.0,707394.0,mercredi,Route nationale,VL seul,Conducteur,Indemne,Féminin
201600006891,nuit avec eclairage public allume,Autre collision,4781582.0,708701.0,vendredi,Route nationale,VL seul,Conducteur,Indemne,Féminin
201600006891,nuit avec eclairage public allume,Autre collision,4781582.0,708701.0,vendredi,Route nationale,VL seul,Piéton,Blessé léger,Féminin
201600006892,nuit avec eclairage public allume,Autre collision,4780223.0,713113.0,mercredi,Route nationale,VL seul,Conducteur,Indemne,Masculin
201600006892,nuit avec eclairage public allume,Autre collision,4780223.0,713113.0,mercredi,Route nationale,VL seul,Piéton,Blessé hospitalisé,Masculin
201600006893,plein jour,Deux véhicules - par le côté,4783463.0,718177.0,dimanche,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006893,plein jour,Deux véhicules - par le côté,4783463.0,718177.0,dimanche,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600006894,plein jour,Deux véhicules - frontale,4780675.0,718282.0,mercredi,Voie communale,VL seul,Conducteur,Indemne,Féminin
201600006894,plein jour,Deux véhicules - frontale,4780675.0,718282.0,mercredi,Voie communale,Bicyclette,Conducteur,Blessé léger,Masculin
201600006895,plein jour,Deux véhicules - par le côté,4780263.0,717607.0,mardi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600006895,plein jour,Deux véhicules - par le côté,4780263.0,717607.0,mardi,Route départementale,VU seul,Conducteur,Blessé léger,Masculin
201600006896,plein jour,Autre collision,4779213.0,718286.0,dimanche,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006896,plein jour,Autre collision,4779213.0,718286.0,dimanche,Route départementale,VL seul,Passager,Indemne,Féminin
201600006896,plein jour,Autre collision,4779213.0,718286.0,dimanche,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006897,plein jour,Deux véhicules - par l'arrière,4781406.0,719576.0,mardi,Route départementale,VU seul,Conducteur,Blessé hospitalisé,Masculin
201600006897,plein jour,Deux véhicules - par l'arrière,4781406.0,719576.0,mardi,Route départementale,Tracteur agricole,Conducteur,Indemne,Masculin
201600006898,plein jour,Deux véhicules - par l'arrière,4778813.0,717852.0,samedi,Route nationale,VL seul,Conducteur,Indemne,Masculin
201600006898,plein jour,Deux véhicules - par l'arrière,4778813.0,717852.0,samedi,Route nationale,VL seul,Conducteur,Blessé léger,Masculin
201600006899,nuit avec eclairage public allume,Deux véhicules - par le côté,0.0,0.0,lundi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600006899,nuit avec eclairage public allume,Deux véhicules - par le côté,0.0,0.0,lundi,Route départementale,Bicyclette,Conducteur,Blessé léger,Féminin
201600006900,plein jour,Deux véhicules - frontale,4779575.0,717264.0,vendredi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006900,plein jour,Deux véhicules - frontale,4779575.0,717264.0,vendredi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006901,plein jour,Deux véhicules - par l'arrière,4778901.0,717788.0,mardi,Route nationale,VL seul,Conducteur,Indemne,Féminin
201600006901,plein jour,Deux véhicules - par l'arrière,4778901.0,717788.0,mardi,Route nationale,VL seul,Passager,Indemne,Féminin
201600006901,plein jour,Deux véhicules - par l'arrière,4778901.0,717788.0,mardi,Route nationale,VL seul,Conducteur,Blessé léger,Masculin
201600006902,plein jour,Autre collision,4783792.0,715095.0,mardi,Route départementale,VL seul,Conducteur,Indemne,Féminin
201600006902,plein jour,Autre collision,4783792.0,715095.0,mardi,Route départementale,VL seul,Passager,Blessé léger,Masculin
201600006903,plein jour,Trois véhicules et plus - collisions multiples,4784729.0,714319.0,mercredi,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600006903,plein jour,Trois véhicules et plus - collisions multiples,4784729.0,714319.0,mercredi,Voie communale,Bicyclette,Conducteur,Blessé léger,Masculin
201600006903,plein jour,Trois véhicules et plus - collisions multiples,4784729.0,714319.0,mercredi,Voie communale,Bicyclette,Conducteur,Indemne,Masculin
201600006904,nuit sans éclairage public,Autre collision,4779329.0,718411.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006904,nuit sans éclairage public,Autre collision,4779329.0,718411.0,vendredi,Route départementale,VL seul,Passager,Indemne,Féminin
201600006904,nuit sans éclairage public,Autre collision,4779329.0,718411.0,vendredi,Route départementale,VL seul,Piéton,Blessé hospitalisé,Masculin
201600006905,crepuscule ou aube,Trois véhicules et plus - en chaîne,4779732.0,714972.0,lundi,Route nationale,VU seul,Conducteur,Indemne,Masculin
201600006905,crepuscule ou aube,Trois véhicules et plus - en chaîne,4779732.0,714972.0,lundi,Route nationale,VL seul,Conducteur,Indemne,Masculin
201600006905,crepuscule ou aube,Trois véhicules et plus - en chaîne,4779732.0,714972.0,lundi,Route nationale,VL seul,Conducteur,Blessé léger,Masculin
201600006905,crepuscule ou aube,Trois véhicules et plus - en chaîne,4779732.0,714972.0,lundi,Route nationale,VL seul,Conducteur,Indemne,Masculin
201600006905,crepuscule ou aube,Trois véhicules et plus - en chaîne,4779732.0,714972.0,lundi,Route nationale,VL seul,Conducteur,Indemne,Féminin
201600006906,plein jour,Deux véhicules - par l'arrière,4778816.0,718001.0,jeudi,Route nationale,PL seul > 7.5 T,Conducteur,Indemne,Masculin
201600006906,plein jour,Deux véhicules - par l'arrière,4778816.0,718001.0,jeudi,Route nationale,VL seul,Conducteur,Blessé léger,Masculin
201600006906,plein jour,Deux véhicules - par l'arrière,4778816.0,718001.0,jeudi,Route nationale,VL seul,Passager,Blessé léger,Féminin
201600006907,plein jour,Deux véhicules - par le côté,4780064.0,718223.0,lundi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006907,plein jour,Deux véhicules - par le côté,4780064.0,718223.0,lundi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006908,nuit avec eclairage public allume,Autre collision,4781132.0,716102.0,mardi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006909,plein jour,Autre collision,4778824.0,718112.0,dimanche,Route nationale,VL seul,Conducteur,Blessé léger,Féminin
201600006910,plein jour,Deux véhicules - par l'arrière,4779012.0,718074.0,mercredi,Route nationale,VL seul,Conducteur,Blessé léger,Masculin
201600006910,plein jour,Deux véhicules - par l'arrière,4779012.0,718074.0,mercredi,Route nationale,VL seul,Conducteur,Indemne,Masculin
201600006911,nuit sans éclairage public,Deux véhicules - par l'arrière,4779997.0,719010.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006911,nuit sans éclairage public,Deux véhicules - par l'arrière,4779997.0,719010.0,vendredi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600006912,crepuscule ou aube,Deux véhicules - par l'arrière,4779313.0,718386.0,mardi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600006912,crepuscule ou aube,Deux véhicules - par l'arrière,4779313.0,718386.0,mardi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006913,plein jour,Autre collision,4784012.0,716621.0,dimanche,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006914,nuit sans éclairage public,Deux véhicules - frontale,4788928.0,689949.0,mardi,Route nationale,VL seul,Conducteur,Blessé léger,Masculin
201600006914,nuit sans éclairage public,Deux véhicules - frontale,4788928.0,689949.0,mardi,Route nationale,PL > 3.5 T + remorque,Conducteur,Blessé léger,Masculin
201600006915,plein jour,Deux véhicules - par l'arrière,4787128.0,697409.0,dimanche,Voie communale,VL seul,Conducteur,Indemne,Masculin
201600006915,plein jour,Deux véhicules - par l'arrière,4787128.0,697409.0,dimanche,Voie communale,Bicyclette,Conducteur,Blessé hospitalisé,Masculin
201600006916,plein jour,Autre collision,4795055.0,700245.0,mercredi,Route départementale,Motocyclette > 125 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006917,plein jour,Trois véhicules et plus - collisions multiples,4790492.0,709061.0,samedi,Route départementale,Bicyclette,Conducteur,Blessé hospitalisé,Masculin
201600006917,plein jour,Trois véhicules et plus - collisions multiples,4790492.0,709061.0,samedi,Route départementale,Bicyclette,Conducteur,Blessé léger,Masculin
201600006917,plein jour,Trois véhicules et plus - collisions multiples,4790492.0,709061.0,samedi,Route départementale,Motocyclette > 125 cm3,Conducteur,Indemne,Masculin
201600006918,plein jour,Trois véhicules et plus - en chaîne,4788857.0,699793.0,vendredi,Route nationale,VL seul,Piéton,Blessé hospitalisé,Féminin
201600006918,plein jour,Trois véhicules et plus - en chaîne,4788857.0,699793.0,vendredi,Route nationale,VL seul,Conducteur,Blessé léger,Masculin
201600006918,plein jour,Trois véhicules et plus - en chaîne,4788857.0,699793.0,vendredi,Route nationale,VL seul,Passager,Indemne,Féminin
201600006918,plein jour,Trois véhicules et plus - en chaîne,4788857.0,699793.0,vendredi,Route nationale,VL seul,Conducteur,Blessé léger,Masculin
201600006918,plein jour,Trois véhicules et plus - en chaîne,4788857.0,699793.0,vendredi,Route nationale,VL seul,Conducteur,Indemne,Masculin
201600006918,plein jour,Trois véhicules et plus - en chaîne,4788857.0,699793.0,vendredi,Route nationale,VL seul,Passager,Indemne,Féminin
201600006919,crepuscule ou aube,Autre collision,4787784.0,701550.0,samedi,Route départementale,VL seul,Passager,Indemne,Masculin
201600006919,crepuscule ou aube,Autre collision,4787784.0,701550.0,samedi,Route départementale,VL seul,Passager,Indemne,Masculin
201600006919,crepuscule ou aube,Autre collision,4787784.0,701550.0,samedi,Route départementale,VL seul,Passager,Indemne,Masculin
201600006919,crepuscule ou aube,Autre collision,4787784.0,701550.0,samedi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006920,plein jour,Deux véhicules - par le côté,4788897.0,699601.0,samedi,Route nationale,Cyclomoteur,Conducteur,Blessé hospitalisé,Masculin
201600006920,plein jour,Deux véhicules - par le côté,4788897.0,699601.0,samedi,Route nationale,VL seul,Conducteur,Indemne,Masculin
201600006921,plein jour,Autre collision,4788621.0,699094.0,vendredi,Voie communale,VL seul,Conducteur,Blessé léger,Masculin
201600006921,plein jour,Autre collision,4788621.0,699094.0,vendredi,Voie communale,VL seul,Passager,Blessé léger,Féminin
201600006922,plein jour,Autre collision,4799798.0,696848.0,dimanche,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006923,plein jour,Autre collision,4787820.0,701713.0,vendredi,Route nationale,VL seul,Conducteur,Blessé léger,Masculin
201600006924,plein jour,Deux véhicules - par le côté,4788987.0,697463.0,mardi,Route nationale,VL seul,Passager,Indemne,Féminin
201600006924,plein jour,Deux véhicules - par le côté,4788987.0,697463.0,mardi,Route nationale,VL seul,Conducteur,Blessé léger,Féminin
201600006924,plein jour,Deux véhicules - par le côté,4788987.0,697463.0,mardi,Route nationale,VL seul,Conducteur,Blessé léger,Masculin
201600006925,crepuscule ou aube,Autre collision,4799283.0,696202.0,vendredi,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006926,nuit sans éclairage public,Autre collision,4795075.0,700851.0,vendredi,Route départementale,VL seul,Conducteur,Blessé léger,Féminin
201600006927,nuit sans éclairage public,Autre collision,4795400.0,695700.0,vendredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600006927,nuit sans éclairage public,Autre collision,4795400.0,695700.0,vendredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Féminin
201600006928,crepuscule ou aube,Deux véhicules - frontale,4778796.0,696511.0,vendredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006928,crepuscule ou aube,Deux véhicules - frontale,4778796.0,696511.0,vendredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600006928,crepuscule ou aube,Deux véhicules - frontale,4778796.0,696511.0,vendredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Féminin
201600006929,plein jour,Deux véhicules - frontale,4772340.0,715015.0,jeudi,Route départementale,Scooter < 50 cm3,Conducteur,Blessé hospitalisé,Masculin
201600006929,plein jour,Deux véhicules - frontale,4772340.0,715015.0,jeudi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006930,plein jour,Deux véhicules - par le côté,4773300.0,716600.0,mercredi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Masculin
201600006930,plein jour,Deux véhicules - par le côté,4773300.0,716600.0,mercredi,Route départementale,VL seul,Passager,Blessé hospitalisé,Féminin
201600006930,plein jour,Deux véhicules - par le côté,4773300.0,716600.0,mercredi,Route départementale,VL seul,Conducteur,Indemne,Masculin
201600006931,nuit avec eclairage public allume,Autre collision,4772683.0,715138.0,dimanche,Voie communale,VL seul,Conducteur,Blessé hospitalisé,Féminin
201600006932,nuit avec eclairage public allume,Autre collision,4881753.0,436438.0,dimanche,Route départementale,VL seul,Conducteur,Blessé léger,Masculin
201600006933,nuit sans éclairage public,Autre collision,4890369.0,439819.0,jeudi,Route départementale,PL seul > 7.5 T,Conducteur,Blessé hospitalisé,Masculin
201600006934,plein jour,Autre collision,4890687.0,455582.0,mardi,Route départementale,VL seul,Conducteur,Blessé hospitalisé,Féminin
