Num_Acc,catu,grav,sexe
201600008007,Conducteur,Indemne,Masculin
201600008008,Piéton,Blessé hospitalisé,Masculin
201600008008,Conducteur,Blessé léger,Féminin
201600008009,Conducteur,Blessé hospitalisé,Masculin
201600008009,Conducteur,Indemne,Masculin
201600008010,Conducteur,Blessé hospitalisé,Masculin
201600008010,Conducteur,Indemne,Féminin
201600008010,Conducteur,Blessé léger,Féminin
201600008010,Passager,Blessé léger,Masculin
201600008011,Conducteur,Indemne,Masculin
201600008011,Conducteur,Blessé hospitalisé,Féminin
201600008012,Conducteur,Blessé léger,Masculin
201600008012,Conducteur,Blessé hospitalisé,Masculin
201600008013,Passager,Indemne,Féminin
201600008013,Passager,Indemne,Féminin
201600008013,Conducteur,Blessé hospitalisé,Féminin
201600008013,Conducteur,Blessé léger,Masculin
201600008014,Conducteur,Indemne,Masculin
201600008014,Conducteur,Blessé hospitalisé,Masculin
201600008015,Conducteur,Blessé hospitalisé,Masculin
201600008015,Conducteur,Indemne,Féminin
201600008015,Conducteur,Blessé léger,Masculin
201600008016,Piéton,Blessé hospitalisé,Masculin
201600008016,Conducteur,Blessé léger,Féminin
201600008017,Conducteur,Indemne,Masculin
201600008017,Conducteur,Blessé hospitalisé,Masculin
201600008017,Passager,Blessé hospitalisé,Féminin
201600008017,Conducteur,Indemne,Masculin
201600008018,Conducteur,Indemne,Masculin
201600008018,Passager,Blessé hospitalisé,Masculin
201600008018,Passager,Blessé hospitalisé,Masculin
201600008018,Passager,Blessé léger,Masculin
201600008018,Passager,Blessé léger,Masculin
201600008018,Passager,Blessé léger,Féminin
201600008019,Conducteur,Indemne,Masculin
201600008019,Conducteur,Blessé hospitalisé,Masculin
201600008019,Conducteur,Blessé hospitalisé,Masculin
201600008020,Conducteur,Blessé hospitalisé,Masculin
201600008020,Passager,Blessé hospitalisé,Masculin
201600008020,Conducteur,Indemne,Féminin
201600008021,Conducteur,Indemne,Féminin
201600008021,Piéton,Blessé hospitalisé,Masculin
201600008022,Conducteur,Tué,Masculin
201600008022,Conducteur,Blessé léger,Masculin
201600008023,Conducteur,Blessé léger,Féminin
201600008023,Passager,Blessé léger,Masculin
201600008024,Conducteur,Blessé hospitalisé,Masculin
201600008025,Conducteur,Indemne,Masculin
201600008025,Conducteur,Blessé hospitalisé,Masculin
201600008026,Conducteur,Indemne,Masculin
201600008026,Conducteur,Blessé hospitalisé,Masculin
201600008027,Conducteur,Indemne,Masculin
201600008027,Conducteur,Blessé léger,Masculin
201600008028,Passager,Blessé hospitalisé,Féminin
201600008028,Conducteur,Blessé léger,Masculin
201600008028,Passager,Blessé léger,Féminin
201600008028,Passager,Blessé léger,Masculin
201600008029,Conducteur,Indemne,Féminin
201600008029,Conducteur,Tué,Masculin
201600008030,Conducteur,Blessé hospitalisé,Masculin
201600008030,Passager,Blessé hospitalisé,Masculin
201600008030,Passager,Blessé hospitalisé,Masculin
201600008031,Conducteur,Blessé hospitalisé,Masculin
201600008031,Conducteur,Indemne,Féminin
201600008031,Passager,Blessé léger,Féminin
201600008032,Conducteur,Tué,Masculin
201600008033,Conducteur,Blessé hospitalisé,Féminin
201600008033,Conducteur,Indemne,Masculin
201600008034,Conducteur,Blessé hospitalisé,Masculin
201600008034,Passager,Blessé hospitalisé,Masculin
201600008034,Passager,Blessé hospitalisé,Masculin
201600008034,Conducteur,Blessé léger,Masculin
201600008035,Conducteur,Indemne,Masculin
201600008035,Conducteur,Blessé hospitalisé,Masculin
201600008036,Conducteur,Blessé hospitalisé,Masculin
201600008037,Conducteur,Blessé hospitalisé,Féminin
201600008037,Conducteur,Blessé hospitalisé,Féminin
201600008038,Conducteur,Indemne,Masculin
201600008038,Conducteur,Blessé hospitalisé,Masculin
201600008039,Conducteur,Blessé hospitalisé,Féminin
201600008039,Conducteur,Blessé léger,Masculin
201600008040,Conducteur,Indemne,Masculin
201600008040,Conducteur,Blessé hospitalisé,Masculin
201600008041,Conducteur,Tué,Masculin
201600008042,Conducteur,Blessé hospitalisé,Masculin
201600008042,Conducteur,Indemne,Féminin
201600008043,Conducteur,Indemne,Masculin
201600008043,Conducteur,Blessé hospitalisé,Masculin
201600008044,Conducteur,Blessé léger,Masculin
201600008044,Passager,Blessé léger,Féminin
201600008044,Conducteur,Blessé léger,Féminin
201600008045,Conducteur,Blessé léger,Masculin
201600008045,Conducteur,Blessé léger,Masculin
201600008046,Conducteur,Tué,Féminin
201600008046,Passager,Blessé hospitalisé,Masculin
201600008046,Conducteur,Blessé hospitalisé,Masculin
201600008047,Conducteur,Tué,Masculin
201600008048,Conducteur,Blessé léger,Masculin
201600008049,Passager,Tué,Féminin
201600008049,Conducteur,Blessé hospitalisé,Masculin
201600008049,Passager,Blessé hospitalisé,Féminin
201600008049,Passager,Blessé hospitalisé,Masculin
201600008050,Conducteur,Blessé léger,Masculin
201600008050,Conducteur,Blessé hospitalisé,Masculin
201600008050,Passager,Blessé hospitalisé,Féminin
201600008051,Conducteur,Tué,Masculin
201600008051,Conducteur,Blessé léger,Masculin
201600008052,Conducteur,Tué,Masculin
201600008053,Conducteur,Blessé hospitalisé,Masculin
201600008053,Passager,Blessé léger,Masculin
201600008054,Conducteur,Blessé hospitalisé,Masculin
201600008054,Conducteur,Indemne,Masculin
201600008055,Conducteur,Blessé hospitalisé,Masculin
201600008056,Conducteur,Blessé hospitalisé,Masculin
201600008056,Conducteur,Indemne,Féminin
201600008057,Conducteur,Indemne,Féminin
201600008057,Passager,Indemne,Masculin
201600008057,Conducteur,Blessé hospitalisé,Masculin
201600008058,Conducteur,Tué,Masculin
201600008058,Conducteur,Blessé léger,Masculin
201600008059,Conducteur,Indemne,Masculin
201600008059,Passager,Indemne,Masculin
201600008059,Conducteur,Blessé hospitalisé,Masculin
201600008060,Conducteur,Indemne,Masculin
201600008060,Conducteur,Blessé hospitalisé,Masculin
201600008061,Conducteur,Indemne,Masculin
201600008061,Conducteur,Blessé hospitalisé,Masculin
201600008061,Conducteur,Blessé hospitalisé,Masculin
201600008061,Conducteur,Indemne,Féminin
201600008061,Passager,Indemne,Féminin
201600008061,Passager,Indemne,Féminin
201600008061,Passager,Indemne,Masculin
201600008062,Conducteur,Blessé hospitalisé,Masculin
201600008062,Passager,Blessé hospitalisé,Féminin
201600008062,Conducteur,Indemne,Féminin
201600008063,Conducteur,Tué,Masculin
201600008063,Conducteur,Indemne,Masculin
201600008063,Passager,Blessé léger,Masculin
201600008064,Conducteur,Blessé hospitalisé,Féminin
201600008065,Conducteur,Indemne,Masculin
201600008065,Passager,Indemne,Féminin
201600008065,Passager,Indemne,Féminin
201600008065,Passager,Indemne,Féminin
201600008065,Conducteur,Indemne,Féminin
201600008065,Passager,Indemne,Masculin
201600008065,Conducteur,Blessé hospitalisé,Masculin
201600008066,Conducteur,Indemne,Masculin
201600008066,Conducteur,Blessé hospitalisé,Masculin
201600008067,Conducteur,Blessé hospitalisé,Masculin
201600008068,Conducteur,Blessé hospitalisé,Masculin
201600008068,Conducteur,Indemne,Masculin
201600008069,Conducteur,Blessé hospitalisé,Féminin
201600008070,Conducteur,Blessé léger,Féminin
201600008070,Conducteur,Blessé hospitalisé,Masculin
201600008071,Conducteur,Blessé hospitalisé,Masculin
201600008071,Passager,Blessé hospitalisé,Féminin
201600008072,Conducteur,Indemne,Masculin
201600008072,Piéton,Blessé hospitalisé,Masculin
201600008073,Conducteur,Indemne,Féminin
201600008073,Passager,Tué,Féminin
201600008074,Conducteur,Blessé léger,Féminin
201600008074,Conducteur,Blessé léger,Féminin
201600008075,Conducteur,Blessé hospitalisé,Féminin
201600008076,Conducteur,Tué,Masculin
201600008076,Conducteur,Blessé léger,Féminin
201600008076,Passager,Blessé léger,Féminin
201600008077,Conducteur,Blessé hospitalisé,Masculin
201600008077,Conducteur,Blessé hospitalisé,Masculin
201600008078,Conducteur,Tué,Masculin
201600008078,Passager,Tué,Féminin
201600008079,Conducteur,Tué,Masculin
201600008079,Conducteur,Blessé léger,Masculin
201600008080,Conducteur,Blessé hospitalisé,Masculin
201600008081,Conducteur,Indemne,Masculin
201600008081,Conducteur,Blessé hospitalisé,Masculin
201600008082,Conducteur,Blessé hospitalisé,Masculin
201600008082,Conducteur,Blessé hospitalisé,Masculin
201600008082,Passager,Blessé léger,Masculin
201600008083,Conducteur,Blessé hospitalisé,Masculin
201600008083,Conducteur,Blessé léger,Masculin
201600008084,Conducteur,Indemne,Masculin
201600008084,Passager,Indemne,Masculin
201600008084,Conducteur,Blessé hospitalisé,Masculin
201600008085,Conducteur,Blessé hospitalisé,Féminin
201600008086,Conducteur,Blessé hospitalisé,Masculin
201600008086,Conducteur,Blessé léger,Masculin
201600008087,Conducteur,Blessé hospitalisé,Masculin
201600008088,Passager,Blessé hospitalisé,Masculin
201600008088,Conducteur,Blessé léger,Masculin
201600008089,Conducteur,Blessé hospitalisé,Masculin
201600008090,Conducteur,Blessé hospitalisé,Féminin
201600008091,Conducteur,Tué,Masculin
201600008091,Passager,Blessé hospitalisé,Féminin
201600008092,Conducteur,Blessé hospitalisé,Masculin
201600008093,Passager,Tué,Féminin
201600008093,Conducteur,Blessé hospitalisé,Masculin
201600008094,Conducteur,Indemne,Masculin
201600008094,Passager,Indemne,Masculin
201600008094,Conducteur,Blessé hospitalisé,Masculin
201600008094,Passager,Blessé hospitalisé,Féminin
201600008095,Conducteur,Tué,Masculin
201600008095,Conducteur,Indemne,Masculin
201600008096,Conducteur,Indemne,Masculin
201600008096,Piéton,Blessé léger,Masculin
201600008097,Conducteur,Indemne,Masculin
201600008097,Conducteur,Blessé hospitalisé,Masculin
201600008098,Conducteur,Blessé léger,Féminin
201600008098,Passager,Blessé léger,Féminin
201600008098,Conducteur,Indemne,Masculin
201600008099,Conducteur,Blessé hospitalisé,Féminin
201600008099,Passager,Blessé léger,Féminin
201600008099,Conducteur,Indemne,Masculin
201600008099,Passager,Indemne,Masculin
201600008099,Passager,Indemne,Masculin
201600008099,Passager,Indemne,Masculin
201600008099,Conducteur,Indemne,Masculin
201600008099,Passager,Indemne,Masculin
201600008100,Conducteur,Blessé léger,Masculin
201600008100,Conducteur,Indemne,Masculin
201600008100,Passager,Blessé hospitalisé,Féminin
201600008101,Conducteur,Indemne,Masculin
201600008101,Conducteur,Blessé léger,Masculin
201600008102,Conducteur,Blessé hospitalisé,Masculin
201600008102,Passager,Blessé hospitalisé,Masculin
201600008103,Conducteur,Blessé léger,Masculin
201600008103,Conducteur,Blessé hospitalisé,Féminin
201600008104,Conducteur,Tué,Masculin
201600008104,Passager,Tué,Féminin
201600008104,Passager,Tué,Féminin
201600008105,Conducteur,Blessé léger,Féminin
201600008105,Conducteur,Blessé hospitalisé,Masculin
201600008106,Conducteur,Blessé hospitalisé,Masculin
201600008106,Passager,Blessé hospitalisé,Féminin
201600008106,Passager,Blessé hospitalisé,Masculin
201600008106,Conducteur,Blessé hospitalisé,Féminin
201600008107,Conducteur,Blessé hospitalisé,Masculin
201600008108,Conducteur,Blessé hospitalisé,Masculin
201600008109,Conducteur,Indemne,Masculin
201600008109,Passager,Indemne,Féminin
201600008109,Conducteur,Blessé hospitalisé,Masculin
201600008109,Passager,Blessé hospitalisé,Féminin
201600008110,Conducteur,Tué,Masculin
201600008110,Passager,Tué,Féminin
201600008111,Conducteur,Blessé hospitalisé,Masculin
201600008111,Passager,Blessé hospitalisé,Féminin
201600008112,Conducteur,Indemne,Masculin
201600008112,Conducteur,Tué,Masculin
201600008113,Conducteur,Blessé hospitalisé,Masculin
201600008114,Conducteur,Blessé hospitalisé,Masculin
201600008115,Conducteur,Blessé hospitalisé,Masculin
201600008116,Conducteur,Blessé hospitalisé,Masculin
201600008117,Conducteur,Tué,Masculin
201600008118,Conducteur,Blessé léger,Masculin
201600008118,Conducteur,Blessé hospitalisé,Masculin
201600008119,Conducteur,Blessé hospitalisé,Masculin
201600008120,Passager,Indemne,Féminin
201600008120,Passager,Indemne,Féminin
201600008120,Passager,Indemne,Féminin
201600008120,Passager,Indemne,Masculin
201600008120,Conducteur,Blessé hospitalisé,Masculin
201600008121,Conducteur,Blessé hospitalisé,Masculin
201600008122,Conducteur,Blessé hospitalisé,Masculin
201600008123,Passager,Blessé hospitalisé,Féminin
201600008123,Conducteur,Blessé léger,Masculin
201600008124,Conducteur,Blessé hospitalisé,Féminin
201600008125,Conducteur,Blessé hospitalisé,Masculin
201600008126,Piéton,Blessé hospitalisé,Masculin
201600008126,Conducteur,Blessé léger,Masculin
201600008127,Conducteur,Blessé hospitalisé,Masculin
201600008128,Conducteur,Indemne,Féminin
201600008128,Conducteur,Blessé hospitalisé,Masculin
201600008129,Conducteur,Blessé léger,Masculin
201600008129,Passager,Blessé léger,Féminin
201600008129,Conducteur,Blessé hospitalisé,Féminin
201600008130,Conducteur,Indemne,Féminin
201600008130,Conducteur,Blessé hospitalisé,Masculin
201600008131,Conducteur,Blessé hospitalisé,Masculin
201600008132,Conducteur,Blessé léger,Masculin
201600008133,Conducteur,Blessé hospitalisé,Masculin
201600008134,Conducteur,Blessé léger,Masculin
201600008135,Conducteur,Blessé hospitalisé,Masculin
201600008136,Conducteur,Blessé léger,Masculin
201600008137,Conducteur,Blessé hospitalisé,Masculin
201600008138,Conducteur,Blessé hospitalisé,Masculin
201600008138,Conducteur,Indemne,Masculin
201600008139,Conducteur,Indemne,Masculin
201600008139,Conducteur,Blessé léger,Masculin
201600008139,Passager,Blessé léger,Féminin
201600008140,Conducteur,Tué,Masculin
201600008141,Passager,Indemne,Féminin
201600008141,Conducteur,Tué,Masculin
201600008142,Conducteur,Blessé léger,Féminin
201600008143,Passager,Blessé hospitalisé,Masculin
201600008143,Conducteur,Blessé léger,Masculin
201600008143,Passager,Blessé léger,Masculin
201600008144,Conducteur,Blessé léger,Masculin
201600008144,Passager,Blessé léger,Féminin
201600008144,Conducteur,Blessé léger,Féminin
201600008144,Passager,Blessé léger,Féminin
201600008144,Conducteur,Indemne,Masculin
201600008145,Conducteur,Blessé léger,Masculin
201600008146,Conducteur,Indemne,Féminin
201600008146,Conducteur,Blessé hospitalisé,Féminin
201600008147,Conducteur,Indemne,Masculin
201600008147,Passager,Indemne,Féminin
201600008147,Piéton,Blessé léger,Féminin
201600008148,Conducteur,Indemne,Masculin
201600008148,Passager,Blessé hospitalisé,Féminin
201600008148,Passager,Blessé hospitalisé,Masculin
201600008148,Passager,Blessé hospitalisé,Masculin
201600008148,Conducteur,Blessé hospitalisé,Féminin
201600008148,Passager,Blessé léger,Féminin
201600008149,Conducteur,Indemne,Féminin
201600008149,Passager,Blessé léger,Féminin
201600008150,Conducteur,Tué,Féminin
201600008150,Passager,Blessé léger,Masculin
201600008151,Conducteur,Indemne,Masculin
201600008151,Piéton,Blessé léger,Féminin
201600008152,Conducteur,Blessé hospitalisé,Féminin
201600008153,Conducteur,Blessé hospitalisé,Masculin
201600008154,Conducteur,Blessé hospitalisé,Masculin
201600008154,Conducteur,Indemne,Féminin
201600008155,Conducteur,Indemne,Masculin
201600008155,Conducteur,Blessé léger,Féminin
201600008156,Conducteur,Blessé hospitalisé,Masculin
201600008156,Conducteur,Blessé léger,Féminin
201600008157,Conducteur,Blessé hospitalisé,Féminin
201600008157,Conducteur,Indemne,Masculin
201600008158,Conducteur,Blessé hospitalisé,Masculin
201600008159,Conducteur,Indemne,Masculin
201600008159,Conducteur,Blessé hospitalisé,Masculin
201600008160,Conducteur,Blessé léger,Masculin
201600008160,Conducteur,Indemne,Masculin
201600008161,Conducteur,Indemne,Féminin
201600008161,Conducteur,Blessé hospitalisé,Masculin
201600008162,Conducteur,Tué,Masculin
201600008163,Conducteur,Blessé hospitalisé,Masculin
201600008163,Conducteur,Blessé hospitalisé,Masculin
201600008164,Conducteur,Indemne,Masculin
201600008164,Piéton,Tué,Masculin
201600008165,Conducteur,Blessé hospitalisé,Masculin
201600008165,Passager,Blessé hospitalisé,Féminin
201600008165,Conducteur,Blessé léger,Féminin
201600008165,Passager,Blessé léger,Féminin
201600008165,Passager,Blessé léger,Masculin
201600008165,Passager,Blessé léger,Masculin
201600008165,Passager,Blessé léger,Masculin
201600008166,Conducteur,Blessé léger,Masculin
201600008166,Conducteur,Indemne,Masculin
201600008166,Passager,Blessé hospitalisé,Masculin
201600008167,Conducteur,Tué,Masculin
201600008168,Passager,Blessé hospitalisé,Féminin
201600008168,Conducteur,Blessé léger,Masculin
201600008168,Passager,Blessé léger,Masculin
201600008168,Passager,Blessé léger,Masculin
201600008168,Passager,Blessé léger,Masculin
201600008169,Conducteur,Indemne,Masculin
201600008169,Conducteur,Blessé hospitalisé,Féminin
201600008170,Conducteur,Indemne,Masculin
201600008170,Conducteur,Blessé hospitalisé,Féminin
201600008170,Passager,Blessé hospitalisé,Féminin
201600008171,Conducteur,Indemne,Masculin
201600008171,Piéton,Blessé hospitalisé,Masculin
201600008172,Conducteur,Blessé hospitalisé,Féminin
201600008172,Conducteur,Blessé léger,Féminin
201600008173,Passager,Tué,Masculin
201600008173,Conducteur,Blessé hospitalisé,Masculin
201600008174,Conducteur,Blessé hospitalisé,Féminin
201600008174,Conducteur,Indemne,Féminin
201600008175,Conducteur,Blessé hospitalisé,Féminin
201600008176,Conducteur,Blessé hospitalisé,Féminin
201600008177,Conducteur,Indemne,Féminin
201600008177,Passager,Blessé hospitalisé,Masculin
201600008178,Conducteur,Blessé hospitalisé,Féminin
201600008178,Conducteur,Blessé hospitalisé,Masculin
201600008179,Conducteur,Indemne,Féminin
201600008179,Piéton,Blessé hospitalisé,Masculin
201600008180,Conducteur,Blessé hospitalisé,Masculin
201600008181,Conducteur,Blessé hospitalisé,Masculin
201600008182,Conducteur,Indemne,Féminin
201600008182,Piéton,Blessé hospitalisé,Masculin
201600008183,Conducteur,Blessé hospitalisé,Masculin
201600008184,Conducteur,Blessé hospitalisé,Masculin
201600008185,Conducteur,Blessé hospitalisé,Masculin
201600008186,Conducteur,Blessé hospitalisé,Masculin
201600008187,Conducteur,Indemne,Masculin
201600008187,Piéton,Blessé hospitalisé,Féminin
201600008188,Conducteur,Tué,Masculin
201600008189,Conducteur,Blessé léger,Masculin
201600008189,Conducteur,Indemne,Masculin
201600008190,Passager,Indemne,Masculin
201600008190,Passager,Indemne,Masculin
201600008190,Conducteur,Blessé hospitalisé,Masculin
201600008191,Conducteur,Blessé léger,Masculin
201600008192,Conducteur,Indemne,Féminin
201600008192,Passager,Blessé léger,Féminin
201600008192,Passager,Indemne,Masculin
201600008192,Passager,Indemne,Masculin
201600008192,Conducteur,Blessé hospitalisé,Masculin
201600008192,Passager,Blessé léger,Masculin
201600008193,Conducteur,Indemne,Masculin
201600008193,Conducteur,Blessé hospitalisé,Féminin
201600008194,Conducteur,Indemne,Féminin
201600008194,Conducteur,Blessé hospitalisé,Masculin
201600008194,Conducteur,Blessé léger,Masculin
201600008195,Conducteur,Tué,Masculin
201600008196,Conducteur,Tué,Féminin
201600008196,Conducteur,Indemne,Masculin
201600008196,Conducteur,Indemne,Masculin
201600008197,Conducteur,Indemne,Masculin
201600008197,Conducteur,Blessé hospitalisé,Masculin
201600008198,Conducteur,Blessé hospitalisé,Masculin
201600008198,Passager,Indemne,Féminin
201600008198,Conducteur,Blessé léger,Masculin
201600008199,Conducteur,Blessé hospitalisé,Masculin
201600008199,Passager,Blessé hospitalisé,Féminin
201600008200,Conducteur,Blessé hospitalisé,Masculin
201600008201,Conducteur,Blessé hospitalisé,Féminin
201600008202,Conducteur,Indemne,Féminin
201600008202,Passager,Tué,Féminin
201600008202,Conducteur,Indemne,Féminin
201600008203,Conducteur,Blessé hospitalisé,Masculin
201600008203,Passager,Blessé hospitalisé,Féminin
201600008203,Conducteur,Blessé léger,Masculin
201600008203,Passager,Blessé léger,Féminin
201600008203,Conducteur,Blessé léger,Féminin
201600008203,Conducteur,Blessé léger,Masculin
201600008203,Passager,Blessé léger,Féminin
201600008204,Conducteur,Blessé hospitalisé,Féminin
201600008205,Conducteur,Indemne,Féminin
201600008205,Piéton,Blessé hospitalisé,Féminin
201600008206,Conducteur,Blessé hospitalisé,Masculin
201600008206,Passager,Blessé hospitalisé,Féminin
201600008207,Conducteur,Blessé hospitalisé,Masculin
201600008207,Passager,Blessé hospitalisé,Féminin
201600008207,Conducteur,Blessé hospitalisé,Féminin
201600008207,Conducteur,Indemne,Masculin
201600008207,Conducteur,Indemne,Masculin
201600008207,Passager,Indemne,Féminin
201600008207,Passager,Indemne,Masculin
201600008207,Passager,Blessé hospitalisé,Féminin
201600008208,Conducteur,Blessé hospitalisé,Féminin
201600008209,Conducteur,Blessé hospitalisé,Masculin
201600008209,Conducteur,Indemne,Féminin
201600008210,Conducteur,Blessé léger,Masculin
201600008210,Conducteur,Blessé léger,Masculin
201600008211,Conducteur,Tué,Masculin
201600008212,Conducteur,Blessé léger,Féminin
201600008212,Conducteur,Indemne,Féminin
201600008213,Conducteur,Blessé léger,Masculin
201600008213,Conducteur,Blessé léger,Masculin
201600008213,Passager,Blessé léger,Féminin
201600008214,Conducteur,Blessé hospitalisé,Féminin
201600008214,Passager,Blessé hospitalisé,Féminin
201600008214,Passager,Blessé léger,Féminin
201600008214,Passager,Blessé léger,Masculin
201600008215,Conducteur,Indemne,Masculin
201600008215,Conducteur,Blessé hospitalisé,Masculin
201600008216,Piéton,Blessé léger,Féminin
201600008217,Conducteur,Blessé léger,Féminin
201600008217,Conducteur,Indemne,Masculin
201600008218,Conducteur,Blessé léger,Masculin
201600008219,Conducteur,Indemne,Masculin
201600008219,Piéton,Blessé hospitalisé,Féminin
201600008220,Conducteur,Blessé hospitalisé,Masculin
201600008220,Conducteur,Indemne,Féminin
201600008220,Conducteur,Indemne,Féminin
201600008221,Passager,Blessé hospitalisé,Masculin
201600008221,Conducteur,Blessé léger,Masculin
201600008221,Conducteur,Blessé hospitalisé,Masculin
201600008221,Passager,Blessé léger,Féminin
201600008222,Conducteur,Tué,Masculin
201600008222,Conducteur,Indemne,Féminin
201600008222,Conducteur,Indemne,Masculin
201600008222,Passager,Indemne,Féminin
201600008222,Conducteur,Indemne,Masculin
201600008222,Passager,Indemne,Féminin
201600008223,Conducteur,Tué,Masculin
201600008223,Conducteur,Indemne,Masculin
201600008224,Conducteur,Indemne,Masculin
201600008224,Conducteur,Blessé léger,Féminin
201600008225,Conducteur,Tué,Masculin
201600008226,Conducteur,Blessé hospitalisé,Masculin
201600008226,Conducteur,Blessé léger,Masculin
201600008226,Conducteur,Indemne,Masculin
201600008227,Conducteur,Blessé hospitalisé,Masculin
201600008228,Conducteur,Indemne,Féminin
201600008228,Passager,Tué,Masculin
201600008228,Conducteur,Blessé hospitalisé,Masculin
201600008229,Conducteur,Blessé hospitalisé,Masculin
201600008230,Conducteur,Tué,Masculin
201600008230,Conducteur,Indemne,Féminin
201600008231,Conducteur,Indemne,Masculin
201600008231,Conducteur,Indemne,Masculin
201600008231,Passager,Blessé léger,Féminin
201600008231,Passager,Blessé léger,Féminin
201600008232,Conducteur,Blessé léger,Masculin
201600008232,Conducteur,Indemne,Masculin
201600008233,Conducteur,Indemne,Féminin
201600008233,Conducteur,Blessé léger,Masculin
201600008234,Conducteur,Blessé hospitalisé,Masculin
201600008235,Conducteur,Blessé hospitalisé,Masculin
201600008236,Conducteur,Blessé hospitalisé,Masculin
201600008236,Conducteur,Indemne,Masculin
201600008237,Conducteur,Blessé hospitalisé,Masculin
201600008237,Conducteur,Indemne,Féminin
201600008238,Conducteur,Blessé hospitalisé,Masculin
201600008239,Conducteur,Blessé hospitalisé,Masculin
201600008239,Conducteur,Indemne,Masculin
201600008239,Passager,Indemne,Féminin
201600008240,Conducteur,Blessé léger,Masculin
201600008241,Conducteur,Blessé hospitalisé,Masculin
201600008241,Conducteur,Indemne,Masculin
201600008241,Passager,Indemne,Féminin
201600008242,Conducteur,Tué,Masculin
201600008242,Conducteur,Indemne,Masculin
201600008243,Passager,Blessé hospitalisé,Féminin
201600008243,Conducteur,Blessé léger,Masculin
201600008243,Conducteur,Blessé hospitalisé,Masculin
201600008243,Passager,Blessé léger,Féminin
201600008244,Passager,Blessé hospitalisé,Masculin
201600008244,Passager,Blessé hospitalisé,Féminin
201600008244,Conducteur,Blessé léger,Féminin
201600008244,Passager,Blessé léger,Masculin
201600008245,Conducteur,Blessé hospitalisé,Masculin
201600008246,Conducteur,Tué,Masculin
201600008246,Conducteur,Blessé léger,Masculin
201600008247,Conducteur,Indemne,Féminin
201600008247,Conducteur,Indemne,Masculin
201600008247,Conducteur,Indemne,Masculin
201600008247,Conducteur,Blessé hospitalisé,Masculin
201600008247,Conducteur,Indemne,Masculin
201600008248,Conducteur,Blessé hospitalisé,Masculin
201600008249,Conducteur,Blessé hospitalisé,Masculin
201600008249,Conducteur,Indemne,Masculin
201600008250,Conducteur,Blessé hospitalisé,Masculin
201600008250,Conducteur,Indemne,Masculin
201600008251,Passager,Indemne,Masculin
201600008251,Conducteur,Blessé hospitalisé,Masculin
201600008252,Conducteur,Blessé hospitalisé,Masculin
201600008253,Conducteur,Blessé hospitalisé,Masculin
201600008254,Conducteur,Blessé hospitalisé,Masculin
201600008255,Conducteur,Indemne,Féminin
201600008255,Piéton,Blessé hospitalisé,Féminin
201600008256,Conducteur,Indemne,Féminin
201600008256,Piéton,Blessé hospitalisé,Féminin
201600008257,Conducteur,Blessé léger,Masculin
201600008258,Conducteur,Tué,Féminin
201600008259,Conducteur,Blessé hospitalisé,Masculin
201600008260,Conducteur,Blessé hospitalisé,Féminin
201600008260,Conducteur,Indemne,Masculin
201600008261,Conducteur,Blessé hospitalisé,Masculin
201600008262,Conducteur,Blessé hospitalisé,Masculin
201600008263,Passager,Indemne,Féminin
201600008263,Conducteur,Blessé hospitalisé,Masculin
201600008264,Conducteur,Indemne,Masculin
201600008264,Piéton en roller ou en trotinette,Blessé hospitalisé,Masculin
201600008265,Conducteur,Blessé hospitalisé,Masculin
201600008266,Conducteur,Indemne,Masculin
201600008266,Piéton,Blessé léger,Féminin
201600008267,Conducteur,Blessé léger,Masculin
201600008267,Conducteur,Blessé léger,Masculin
201600008268,Conducteur,Blessé hospitalisé,Masculin
201600008269,Conducteur,Indemne,Masculin
201600008269,Piéton,Blessé hospitalisé,Masculin
201600008270,Conducteur,Blessé hospitalisé,Féminin
201600008270,Conducteur,Blessé léger,Masculin
201600008271,Conducteur,Indemne,Masculin
201600008271,Piéton,Blessé léger,Féminin
201600008272,Conducteur,Indemne,Masculin
201600008272,Piéton,Blessé hospitalisé,Féminin
201600008273,Conducteur,Indemne,Masculin
201600008273,Piéton,Blessé hospitalisé,Masculin
201600008274,Conducteur,Indemne,Masculin
201600008274,Piéton,Blessé hospitalisé,Masculin
201600008275,Conducteur,Blessé hospitalisé,Féminin
201600008276,Conducteur,Blessé hospitalisé,Masculin
201600008276,Passager,Blessé hospitalisé,Féminin
201600008276,Conducteur,Indemne,Masculin
201600008276,Passager,Indemne,Féminin
201600008277,Conducteur,Indemne,Masculin
201600008277,Piéton,Blessé hospitalisé,Masculin
201600008278,Conducteur,Blessé hospitalisé,Masculin
201600008279,Piéton,Blessé hospitalisé,Féminin
201600008279,Conducteur,Blessé léger,Masculin
201600008280,Conducteur,Blessé hospitalisé,Masculin
201600008280,Conducteur,Blessé léger,Féminin
201600008281,Conducteur,Indemne,Masculin
201600008281,Passager,Blessé hospitalisé,Féminin
201600008281,Conducteur,Indemne,Masculin
201600008282,Conducteur,Indemne,Masculin
201600008282,Conducteur,Blessé hospitalisé,Masculin
201600008283,Conducteur,Blessé hospitalisé,Masculin
201600008283,Conducteur,Blessé léger,Masculin
201600008284,Conducteur,Indemne,Masculin
201600008284,Passager,Blessé léger,Féminin
201600008284,Conducteur,Indemne,Masculin
201600008285,Conducteur,Blessé hospitalisé,Féminin
